"income","workclass","education","capital-gain","capital-loss","hours-per-week"
"<=50K","Private","HS-grad",0,0,40
">50K","Local-gov","Bachelors",0,1977,40
"<=50K","Self-emp-inc","11th",0,0,30
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","10th",0,0,40
">50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,24
"<=50K","Private","HS-grad",0,0,38
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","HS-grad",0,0,41
">50K","Private","Masters",0,0,40
">50K","Private","HS-grad",0,0,40
"<=50K","Private","Prof-school",0,0,30
"<=50K","Self-emp-inc","HS-grad",0,0,50
">50K","Local-gov","Some-college",0,0,40
">50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,70
"<=50K","Private","12th",0,0,40
">50K","Federal-gov","Masters",10520,0,50
">50K","Local-gov","Masters",7688,0,55
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Self-emp-inc","HS-grad",0,0,60
"<=50K","Private","Bachelors",0,2258,48
"<=50K","Private","HS-grad",0,0,32
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,50
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,45
"<=50K",,"5th-6th",0,0,40
"<=50K","Private","HS-grad",0,0,70
"<=50K","Federal-gov","Some-college",0,0,40
"<=50K","State-gov","Bachelors",0,0,40
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,40
">50K","Private","Assoc-voc",0,0,50
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","HS-grad",0,2051,50
"<=50K","Local-gov","9th",0,0,40
">50K","Local-gov","Masters",0,0,20
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,45
"<=50K","Self-emp-inc","Some-college",0,0,60
">50K","Self-emp-not-inc","Some-college",0,0,60
"<=50K","Private","Some-college",0,0,20
">50K","Self-emp-inc","Assoc-acdm",0,0,50
"<=50K","Self-emp-inc","Some-college",0,0,70
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","9th",0,0,40
"<=50K","Self-emp-not-inc","Masters",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,55
"<=50K","Private","Some-college",0,0,16
"<=50K","Private","HS-grad",0,0,45
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Self-emp-inc","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","Some-college",0,0,24
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","HS-grad",0,0,60
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,32
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Self-emp-not-inc","7th-8th",0,0,55
"<=50K","Private","HS-grad",4064,0,60
"<=50K","Private","Some-college",0,0,50
">50K","Private","Doctorate",20051,0,35
"<=50K","Private","Some-college",0,0,15
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,25
">50K","Private","Bachelors",0,0,40
"<=50K",,"HS-grad",0,0,5
">50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","Prof-school",0,0,2
">50K","Private","Prof-school",0,0,60
"<=50K","Local-gov","Some-college",0,0,40
"<=50K","Private","10th",3418,0,35
">50K","State-gov","HS-grad",0,0,40
"<=50K","Private","Assoc-acdm",0,0,50
">50K","Private","Bachelors",0,0,35
"<=50K","Private","10th",0,0,40
"<=50K","Private","HS-grad",0,0,52
"<=50K","State-gov","HS-grad",0,0,45
"<=50K","Private","Some-college",0,0,9
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Some-college",0,0,35
"<=50K","State-gov","Some-college",0,0,30
"<=50K","Private","11th",0,0,15
"<=50K","Private","Some-college",0,0,40
">50K","Private","Some-college",0,0,20
">50K","Private","HS-grad",0,0,40
"<=50K","Private","11th",0,0,40
">50K","Private","Some-college",0,0,50
">50K","Self-emp-not-inc","Bachelors",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","HS-grad",0,0,60
"<=50K","Private","11th",0,0,40
">50K","Private","Masters",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,40
">50K","Federal-gov","Masters",8614,0,40
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Masters",0,0,40
">50K","Private","Some-college",0,0,40
">50K","Self-emp-not-inc","HS-grad",0,1902,60
"<=50K","Self-emp-not-inc","Bachelors",0,0,20
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",0,0,50
">50K","Self-emp-inc","HS-grad",0,1977,45
"<=50K","Self-emp-not-inc","Some-college",0,0,45
"<=50K","Private","Assoc-acdm",0,0,40
">50K","Private","Some-college",0,1902,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Self-emp-not-inc","Masters",0,0,60
"<=50K","Private","Some-college",0,0,40
">50K","Local-gov","Masters",0,0,40
">50K","Private","Some-college",99999,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,40
">50K","Private","Bachelors",0,0,55
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"Some-college",0,0,20
"<=50K","Self-emp-not-inc","Bachelors",10566,0,50
">50K","Private","Masters",20051,0,60
"<=50K","Self-emp-inc","7th-8th",2580,0,40
"<=50K","Private","Some-college",0,0,35
">50K","Private","Bachelors",0,1887,55
"<=50K","Self-emp-not-inc","7th-8th",0,0,50
"<=50K","Private","HS-grad",0,0,35
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,35
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","Some-college",0,0,48
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","11th",0,0,24
">50K","Self-emp-inc","HS-grad",0,0,60
"<=50K","Private","Some-college",0,0,37
"<=50K","Private","10th",0,0,35
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","Bachelors",0,0,35
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Bachelors",0,0,60
"<=50K","Private","Some-college",0,0,42
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","10th",0,0,40
">50K","Private","HS-grad",4386,0,55
"<=50K","Private","HS-grad",0,0,25
"<=50K","Private","Bachelors",0,0,50
"<=50K","Local-gov","Some-college",0,0,60
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,10
"<=50K","Self-emp-not-inc","Masters",0,0,65
">50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","7th-8th",0,0,30
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","11th",0,0,4
"<=50K","Private","Some-college",0,0,30
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","9th",114,0,20
"<=50K","Private","Some-college",0,0,30
"<=50K","Private","Some-college",0,0,20
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","Some-college",0,0,60
"<=50K","Private","Some-college",0,0,30
"<=50K","Local-gov","HS-grad",0,0,56
"<=50K","Local-gov","HS-grad",0,2051,40
"<=50K","Self-emp-not-inc","Prof-school",0,0,25
"<=50K","Private","10th",0,0,40
">50K","Private","Doctorate",0,0,40
"<=50K","Private","Some-college",0,0,43
"<=50K","Private","12th",0,0,20
"<=50K",,"HS-grad",0,0,30
"<=50K",,"Some-college",0,0,10
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,38
"<=50K","Private","Some-college",0,0,40
">50K","Self-emp-not-inc","HS-grad",0,1902,60
"<=50K","Private","HS-grad",0,0,40
">50K","Private","HS-grad",7298,0,45
"<=50K","Private","HS-grad",0,0,20
"<=50K","Private","HS-grad",0,0,42
"<=50K","Private","Some-college",0,0,36
">50K","Self-emp-inc","Masters",15024,0,30
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","Some-college",0,0,28
"<=50K","Private","HS-grad",0,0,23
">50K","Private","Masters",0,0,40
"<=50K","Self-emp-not-inc","Some-college",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,39
">50K","Private","Some-college",0,1902,50
">50K","State-gov","Masters",0,1977,50
"<=50K","Private","Some-college",0,0,12
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","11th",0,0,40
"<=50K","Private","Some-college",0,0,60
"<=50K","Private","Some-college",0,0,55
">50K","Private","Bachelors",0,0,25
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","11th",0,0,15
">50K","Private","Bachelors",0,0,55
"<=50K",,"HS-grad",0,0,40
"<=50K","State-gov","HS-grad",0,0,38
"<=50K","State-gov","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,20
"<=50K","Private","Bachelors",5013,0,40
"<=50K","Private","HS-grad",0,0,35
"<=50K","Private","Assoc-voc",0,0,55
"<=50K","Private","Some-college",0,0,8
"<=50K","Self-emp-not-inc","Some-college",0,0,50
"<=50K","Private","Some-college",0,0,25
">50K","Private","Masters",0,0,50
">50K","Private","Assoc-acdm",0,0,50
"<=50K","Self-emp-not-inc","HS-grad",0,0,40
"<=50K","Private","Bachelors",0,0,30
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,40
">50K","Private","Some-college",0,0,40
">50K","Private","Some-college",0,0,35
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,40
">50K","Private","Bachelors",14084,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","Masters",0,0,45
">50K","Private","HS-grad",0,1902,70
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,48
"<=50K",,"Some-college",0,0,30
"<=50K","Private","Some-college",0,0,40
">50K","Federal-gov","HS-grad",0,0,40
"<=50K","Self-emp-inc","7th-8th",0,0,25
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,55
">50K","Local-gov","Masters",7298,0,40
"<=50K","Private","Some-college",0,0,45
"<=50K",,"11th",0,0,30
">50K","Federal-gov","Assoc-acdm",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Assoc-voc",0,0,24
"<=50K","Private","Some-college",0,0,44
"<=50K","Self-emp-not-inc","Bachelors",0,0,45
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","HS-grad",0,0,40
">50K","State-gov","Doctorate",0,0,20
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","Bachelors",0,0,25
"<=50K","Local-gov","HS-grad",0,0,48
"<=50K","Private","Assoc-acdm",2174,0,55
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,30
"<=50K","Private","HS-grad",0,0,16
">50K","Private","Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Assoc-voc",0,0,50
"<=50K","Private","HS-grad",0,0,40
">50K","Self-emp-not-inc","HS-grad",15024,0,50
"<=50K","Private","Bachelors",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,2051,20
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","11th",0,0,40
">50K","Self-emp-inc","Prof-school",0,0,60
">50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,87
"<=50K","Private","HS-grad",0,0,40
">50K","Self-emp-inc","Some-college",0,0,65
">50K","Self-emp-inc","Masters",0,2392,50
">50K","Private","Some-college",0,0,40
"<=50K","Self-emp-inc","Some-college",0,0,50
"<=50K","Private","12th",0,0,40
"<=50K","Private","Masters",0,2057,60
"<=50K","Private","HS-grad",0,0,54
"<=50K","Private","11th",594,0,30
"<=50K","Self-emp-not-inc","11th",0,0,88
">50K","State-gov","Bachelors",0,0,48
">50K","State-gov","Some-college",10520,0,40
"<=50K","Private","9th",0,0,16
"<=50K","Private","Some-college",0,0,40
"<=50K","Federal-gov","Bachelors",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Assoc-voc",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,45
"<=50K","Federal-gov","Bachelors",0,0,8
"<=50K","Private","Bachelors",0,0,73
"<=50K","Private","Some-college",0,0,35
"<=50K","Private","Bachelors",0,0,40
"<=50K","Self-emp-inc","HS-grad",0,0,70
"<=50K","Private","9th",0,0,40
">50K","Private","HS-grad",0,0,50
"<=50K",,"Some-college",0,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,46
"<=50K","Private","11th",0,0,8
"<=50K","Self-emp-not-inc","HS-grad",0,0,60
"<=50K","Private","12th",0,0,17
"<=50K","Self-emp-not-inc","Assoc-voc",0,0,45
">50K","Private","Bachelors",0,0,45
">50K","Federal-gov","Some-college",0,0,40
">50K","Private","HS-grad",15831,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","11th",0,1573,40
">50K","Private","HS-grad",0,0,35
">50K","Private","Bachelors",27828,0,40
"<=50K","Private","Prof-school",0,1740,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","10th",0,0,32
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Some-college",0,0,25
"<=50K","Private","HS-grad",0,0,18
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Masters",15024,0,70
"<=50K","State-gov","Masters",0,0,40
"<=50K","Federal-gov","Some-college",0,0,40
"<=50K",,"Some-college",0,0,15
"<=50K","Private","Preschool",41310,0,24
"<=50K","Private","Some-college",0,0,48
"<=50K","Private","HS-grad",0,0,37
"<=50K","Private","Some-college",0,0,25
"<=50K","Private","11th",594,0,10
"<=50K","Private","Some-college",0,0,52
"<=50K","Private","7th-8th",0,0,24
"<=50K","Self-emp-not-inc","HS-grad",0,0,50
"<=50K","Private","Bachelors",0,0,40
">50K","Private","HS-grad",0,0,30
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,38
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,24
"<=50K","Self-emp-not-inc","HS-grad",0,0,48
"<=50K",,"Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","State-gov","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,52
">50K","Federal-gov","Masters",14084,0,60
"<=50K","Private","Some-college",0,0,40
">50K","Private","Masters",0,0,40
"<=50K","Private","HS-grad",0,0,32
">50K","Private","HS-grad",0,1977,60
"<=50K","Private","10th",0,0,30
"<=50K","Private","12th",0,0,51
"<=50K","Private","HS-grad",0,0,20
"<=50K","Local-gov","Some-college",0,0,17
"<=50K","Private","Some-college",0,0,20
"<=50K","Private","10th",0,0,65
"<=50K","Private","Masters",0,0,43
">50K","Self-emp-inc","Prof-school",15024,0,60
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","10th",0,0,20
">50K","Private","Masters",0,0,50
"<=50K","State-gov","Some-college",4650,0,40
"<=50K","Private","Bachelors",0,0,35
"<=50K","Local-gov","HS-grad",0,0,42
"<=50K","Self-emp-not-inc","HS-grad",0,0,35
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,38
">50K","Private","10th",0,2559,90
"<=50K","Local-gov","Masters",0,0,40
"<=50K","Private","HS-grad",0,0,33
">50K","Private","Assoc-voc",15024,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","Bachelors",0,0,45
"<=50K","Local-gov","Masters",4650,0,40
">50K","Self-emp-not-inc","Bachelors",0,0,55
">50K","Private","Some-college",0,0,50
">50K","Federal-gov","HS-grad",0,0,40
">50K","Self-emp-inc","5th-6th",0,0,40
"<=50K","Local-gov","Masters",0,0,60
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","State-gov","HS-grad",0,0,40
">50K","Self-emp-inc","Prof-school",0,0,75
"<=50K","Self-emp-not-inc","HS-grad",0,0,48
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,10
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",0,0,45
">50K","Private","Masters",7688,0,40
"<=50K","Private","10th",0,0,36
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","HS-grad",1151,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Bachelors",0,0,36
"<=50K","Private","HS-grad",0,0,30
"<=50K","Federal-gov","Assoc-acdm",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","11th",0,0,40
"<=50K",,"HS-grad",0,0,30
"<=50K","Private","HS-grad",0,0,13
">50K","Self-emp-not-inc","Bachelors",0,0,55
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Bachelors",0,0,37
"<=50K","Self-emp-inc","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,49
"<=50K","Private","7th-8th",0,0,38
">50K","Self-emp-not-inc","Masters",25236,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K",,"HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","Some-college",0,0,37
">50K","Self-emp-inc","Masters",99999,0,80
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","10th",0,0,45
"<=50K","Private","Assoc-acdm",0,0,55
">50K","Self-emp-not-inc","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,10
">50K","Private","HS-grad",0,0,40
"<=50K","Private","7th-8th",0,0,35
"<=50K","Private","Some-college",0,0,50
">50K","Private","Masters",13550,0,55
"<=50K","State-gov","Bachelors",0,0,20
">50K","Private","Assoc-voc",27828,0,40
"<=50K",,"HS-grad",0,0,40
">50K","Private","Bachelors",0,0,45
"<=50K","Self-emp-not-inc","Some-college",0,2205,35
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",2597,0,45
"<=50K","Private","11th",0,1672,40
"<=50K",,"11th",0,0,8
"<=50K","Self-emp-not-inc","HS-grad",2346,0,15
"<=50K","Private","9th",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Local-gov","Assoc-acdm",0,0,45
">50K","Private","Some-college",0,0,50
">50K","State-gov","Masters",0,0,50
"<=50K",,"Bachelors",0,0,50
"<=50K","Private","HS-grad",0,0,45
"<=50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","Bachelors",0,0,55
"<=50K","Local-gov","HS-grad",0,0,40
">50K","Private","10th",0,0,45
">50K","Private","Doctorate",15024,0,30
"<=50K","Local-gov","Assoc-acdm",0,0,20
"<=50K",,"Some-college",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,40
"<=50K","State-gov","Prof-school",2463,0,50
">50K","Private","Bachelors",0,0,50
"<=50K","Private","Some-college",0,0,40
">50K","Private","HS-grad",0,0,52
"<=50K",,"HS-grad",0,1504,30
"<=50K","Private","HS-grad",0,0,30
"<=50K","Self-emp-not-inc","HS-grad",0,0,60
"<=50K","Self-emp-not-inc","11th",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Assoc-voc",0,0,40
"<=50K","Self-emp-not-inc","Some-college",0,0,63
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,25
">50K","Self-emp-inc","Bachelors",0,0,60
">50K","Private","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
">50K","Private","Bachelors",0,0,50
"<=50K","Local-gov","HS-grad",0,0,40
"<=50K","Private","11th",0,0,40
"<=50K","Private","Assoc-voc",0,0,40
">50K","Private","Masters",0,1902,45
">50K","Private","Some-college",0,2559,40
"<=50K","Self-emp-not-inc","Some-college",0,0,60
"<=50K","Private","11th",0,0,25
"<=50K","Private","Masters",0,0,50
"<=50K","Private","Some-college",0,0,55
"<=50K","Self-emp-inc","Some-college",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,1504,45
"<=50K","Private","Some-college",0,0,40
">50K","Self-emp-not-inc","7th-8th",0,0,20
"<=50K",,"Assoc-voc",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Some-college",0,0,35
"<=50K","Private","HS-grad",0,0,38
">50K","Self-emp-inc","Masters",25236,0,42
"<=50K","Private","Some-college",0,0,50
"<=50K","Private","HS-grad",2597,0,40
">50K","Private","HS-grad",4386,0,40
">50K","Private","Bachelors",15024,0,40
"<=50K","Private","Bachelors",0,0,50
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","7th-8th",0,0,40
">50K","Private","Some-college",0,0,50
"<=50K","Private","HS-grad",0,0,6
"<=50K","Local-gov","Some-college",0,0,30
">50K","Private","HS-grad",0,0,40
"<=50K","Private","Masters",0,0,45
">50K","Private","Masters",0,0,50
">50K","Private","Masters",0,0,55
"<=50K","Private","HS-grad",0,0,40
"<=50K","Local-gov","HS-grad",0,0,25
"<=50K","Private","HS-grad",0,0,50
"<=50K","Private","9th",0,0,39
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Masters",0,0,45
"<=50K","Self-emp-not-inc","HS-grad",0,0,60
"<=50K","Private","Some-college",0,0,10
"<=50K","Private","HS-grad",0,0,99
"<=50K","State-gov","Some-college",0,0,35
"<=50K","Private","5th-6th",0,0,30
">50K","Self-emp-inc","Masters",27828,0,60
"<=50K","Private","HS-grad",0,0,36
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","11th",0,0,40
">50K","Self-emp-inc","Some-college",0,0,25
"<=50K","Private","HS-grad",0,0,15
"<=50K","Private","HS-grad",0,0,48
"<=50K","Private","11th",0,0,75
"<=50K","Private","HS-grad",0,0,35
"<=50K","Private","Some-college",0,0,18
"<=50K","Private","Bachelors",4508,0,40
"<=50K","Private","Assoc-acdm",0,0,40
">50K","Private","Bachelors",0,0,40
"<=50K","Private","Bachelors",0,0,55
"<=50K","Private","Assoc-voc",0,0,45
"<=50K","Private","HS-grad",0,0,65
">50K","Federal-gov","Doctorate",0,1564,50
"<=50K","Self-emp-not-inc","Assoc-voc",0,0,50
">50K","Self-emp-inc","Prof-school",0,1977,40
"<=50K",,"Some-college",0,0,6
"<=50K","Private","HS-grad",0,0,40
"<=50K","Private","Assoc-acdm",0,0,40
"<=50K","Private","Bachelors",0,0,40
"<=50K","Private","HS-grad",0,0,40
"<=50K","Self-emp-not-inc","HS-grad",0,0,45
