"age","education","marital-status","occupation","relationship","race","sex","native-country"
31,"Prof-school","Never-married","Prof-specialty","Not-in-family","White","Female",
34,"Masters","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
57,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male","United-States"
39,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","Cuba"
23,"11th","Never-married","Craft-repair","Own-child","White","Male","United-States"
24,"Assoc-acdm","Married-civ-spouse","Other-service","Wife","White","Female","United-States"
36,"Doctorate","Never-married","Prof-specialty","Not-in-family","White","Male","England"
32,"Some-college","Divorced","Other-service","Other-relative","White","Male","Nicaragua"
35,"Assoc-acdm","Divorced","Other-service","Own-child","White","Female","United-States"
36,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
23,"Bachelors","Never-married",,"Not-in-family","White","Female","United-States"
47,"Assoc-voc","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
35,"HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male","United-States"
44,"Some-college","Married-civ-spouse","Tech-support","Husband","White","Male","United-States"
32,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
32,"Assoc-acdm","Married-civ-spouse","Exec-managerial","Wife","White","Female","United-States"
63,"Some-college","Married-civ-spouse","Prof-specialty","Wife","White","Female","United-States"
34,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
47,"HS-grad","Married-civ-spouse","Craft-repair","Husband","Black","Male","United-States"
27,"11th","Married-civ-spouse","Sales","Own-child","Black","Male","United-States"
23,"HS-grad","Separated","Exec-managerial","Unmarried","White","Female","United-States"
19,"Some-college","Never-married",,"Other-relative","Amer-Indian-Eskimo","Female","United-States"
50,"10th","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
49,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
36,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
23,"Bachelors","Never-married","Exec-managerial","Unmarried","White","Male","United-States"
61,"7th-8th","Widowed","Other-service","Unmarried","Black","Female","United-States"
41,"Some-college","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
27,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
53,"Bachelors","Divorced","Exec-managerial","Not-in-family","White","Male","United-States"
17,"10th","Never-married","Adm-clerical","Own-child","White","Male","United-States"
23,"HS-grad","Never-married",,"Not-in-family","White","Male","United-States"
53,"Some-college","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
28,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
24,"Bachelors","Married-spouse-absent","Prof-specialty","Own-child","White","Female","United-States"
22,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
53,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
18,"11th","Never-married","Other-service","Other-relative","Black","Male","United-States"
24,"Some-college","Never-married","Sales","Unmarried","White","Male","Mexico"
20,"HS-grad","Never-married","Sales","Not-in-family","White","Female","United-States"
30,"7th-8th","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
37,"Assoc-voc","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
34,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","United-States"
19,"HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male","United-States"
20,"12th","Never-married","Adm-clerical","Own-child","White","Female","Mexico"
47,"HS-grad","Divorced","Other-service","Not-in-family","Asian-Pac-Islander","Female","United-States"
20,"Some-college","Never-married",,"Own-child","White","Male","United-States"
22,"Bachelors","Never-married","Prof-specialty","Own-child","White","Female","United-States"
42,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
60,"Some-college","Divorced","Adm-clerical","Not-in-family","White","Female","United-States"
32,"HS-grad","Never-married","Priv-house-serv","Unmarried","White","Female","Mexico"
46,"HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
66,"HS-grad","Widowed","Adm-clerical","Not-in-family","White","Female","United-States"
37,"Bachelors","Married-civ-spouse","Other-service","Wife","Asian-Pac-Islander","Female","United-States"
34,"Some-college","Divorced","Exec-managerial","Own-child","White","Male","United-States"
45,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male","United-States"
35,"11th","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
63,"HS-grad","Married-civ-spouse",,"Husband","White","Male","United-States"
51,"Some-college","Married-civ-spouse","Exec-managerial","Husband","Black","Male","United-States"
36,"Some-college","Married-civ-spouse","Protective-serv","Husband","White","Male","United-States"
25,"HS-grad","Never-married","Adm-clerical","Own-child","Black","Male","United-States"
51,"HS-grad","Divorced","Other-service","Unmarried","White","Female","United-States"
25,"Some-college","Never-married","Machine-op-inspct","Own-child","White","Male","United-States"
19,"HS-grad","Never-married","Farming-fishing","Own-child","White","Male","United-States"
47,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
59,"HS-grad","Separated","Protective-serv","Unmarried","Black","Female","United-States"
34,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
40,"Some-college","Separated","Exec-managerial","Unmarried","White","Female","United-States"
42,"HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Male","United-States"
28,"HS-grad","Married-civ-spouse",,"Wife","White","Female","Honduras"
37,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
51,"Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male","United-States"
25,"HS-grad","Never-married","Adm-clerical","Own-child","White","Male","United-States"
31,"HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
37,"HS-grad","Married-civ-spouse","Other-service","Husband","White","Male","United-States"
42,"Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male","United-States"
29,"Bachelors","Never-married",,"Not-in-family","White","Male","United-States"
35,"Some-college","Divorced","Sales","Not-in-family","White","Male","United-States"
51,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male","United-States"
22,"Some-college","Never-married",,"Own-child","White","Male","United-States"
49,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
26,"Bachelors","Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male","Japan"
56,"HS-grad","Divorced","Adm-clerical","Not-in-family","White","Female","United-States"
52,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
61,"Masters","Married-civ-spouse","Craft-repair","Husband","White","Male",
47,"Bachelors","Divorced","Exec-managerial","Not-in-family","White","Female","United-States"
52,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
30,"HS-grad","Divorced","Craft-repair","Unmarried","White","Female","United-States"
43,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
35,"Some-college","Married-civ-spouse","Transport-moving","Husband","Asian-Pac-Islander","Male",
17,"12th","Never-married",,"Own-child","White","Male","United-States"
42,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
26,"Some-college","Married-spouse-absent","Craft-repair","Other-relative","Black","Female","Dominican-Republic"
58,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male","United-States"
66,"Some-college","Married-civ-spouse","Sales","Husband","White","Male","United-States"
30,"HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male","United-States"
46,"Some-college","Separated","Adm-clerical","Unmarried","White","Female","United-States"
45,"Some-college","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
57,"HS-grad","Never-married","Sales","Unmarried","White","Female","United-States"
25,"Bachelors","Never-married","Exec-managerial","Own-child","White","Male","United-States"
21,"Some-college","Never-married","Tech-support","Own-child","White","Female","United-States"
37,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male","United-States"
45,"Masters","Divorced","Prof-specialty","Not-in-family","White","Female","United-States"
61,"Doctorate","Widowed",,"Not-in-family","White","Female","United-States"
39,"HS-grad","Never-married","Craft-repair","Own-child","White","Male","United-States"
42,"HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female","United-States"
20,"HS-grad","Never-married","Machine-op-inspct","Own-child","White","Female","United-States"
23,"HS-grad","Never-married","Protective-serv","Own-child","Black","Male","United-States"
25,"Bachelors","Never-married","Tech-support","Own-child","White","Male","United-States"
47,"5th-6th","Never-married","Priv-house-serv","Own-child","White","Female","El-Salvador"
24,"HS-grad","Never-married","Sales","Own-child","White","Male","United-States"
20,"Some-college","Never-married",,"Own-child","Asian-Pac-Islander","Female","United-States"
35,"HS-grad","Never-married","Craft-repair","Not-in-family","White","Male","United-States"
44,"HS-grad","Married-civ-spouse","Other-service","Wife","Black","Female","Jamaica"
47,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male","United-States"
28,"11th","Separated","Adm-clerical","Unmarried","Asian-Pac-Islander","Female","India"
41,"Masters","Divorced","Prof-specialty","Unmarried","White","Female","United-States"
31,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female","United-States"
27,"Masters","Never-married","Exec-managerial","Not-in-family","White","Female","United-States"
47,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
44,"HS-grad","Never-married","Sales","Not-in-family","Asian-Pac-Islander","Female","United-States"
61,"Some-college","Never-married","Priv-house-serv","Not-in-family","White","Female","United-States"
42,"Some-college","Divorced","Adm-clerical","Other-relative","White","Female","Puerto-Rico"
46,"HS-grad","Never-married","Other-service","Not-in-family","White","Female","United-States"
46,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male","United-States"
54,"Masters","Widowed","Prof-specialty","Unmarried","White","Female","United-States"
49,"HS-grad","Widowed","Tech-support","Unmarried","White","Male","United-States"
56,"Some-college","Widowed","Adm-clerical","Unmarried","White","Female","United-States"
52,"Masters","Divorced","Prof-specialty","Own-child","White","Female","United-States"
34,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male","Puerto-Rico"
25,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
18,"11th","Never-married","Prof-specialty","Own-child","White","Female","United-States"
58,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male","United-States"
31,"Bachelors","Divorced","Prof-specialty","Not-in-family","White","Male","United-States"
29,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male","United-States"
28,"11th","Never-married","Machine-op-inspct","Not-in-family","Black","Male","United-States"
